id,pipeline,license,class,downloads,likes,url
microsoft/TRELLIS-image-large,image-to-3d,mit,OPEN-SOURCE,1139419,657,https://huggingface.co/microsoft/TRELLIS-image-large
microsoft/TRELLIS.2-4B,image-to-3d,mit,OPEN-SOURCE,1085323,966,https://huggingface.co/microsoft/TRELLIS.2-4B
yyfz233/Pi3,image-to-3d,bsd-2-clause,OPEN-SOURCE,383538,15,https://huggingface.co/yyfz233/Pi3
stabilityai/TripoSR,image-to-3d,mit,OPEN-SOURCE,188532,630,https://huggingface.co/stabilityai/TripoSR
depth-anything/DA3-BASE,image-to-3d,apache-2.0,OPEN-SOURCE,59134,33,https://huggingface.co/depth-anything/DA3-BASE
facebook/map-anything-apache,image-to-3d,apache-2.0,OPEN-SOURCE,23098,37,https://huggingface.co/facebook/map-anything-apache
TencentARC/InstantMesh,image-to-3d,apache-2.0,OPEN-SOURCE,19164,339,https://huggingface.co/TencentARC/InstantMesh
gqk/TRELLIS-image-large-fork,image-to-3d,mit,OPEN-SOURCE,18452,2,https://huggingface.co/gqk/TRELLIS-image-large-fork
camenduru/TRELLIS.2-4B,image-to-3d,mit,OPEN-SOURCE,15344,0,https://huggingface.co/camenduru/TRELLIS.2-4B
jetx/trellis-image-large,image-to-3d,mit,OPEN-SOURCE,10210,8,https://huggingface.co/jetx/trellis-image-large
lhjiang/anysplat,image-to-3d,mit,OPEN-SOURCE,7374,12,https://huggingface.co/lhjiang/anysplat
microsoft/TRELLIS-text-xlarge,text-to-3d,mit,OPEN-SOURCE,5912,63,https://huggingface.co/microsoft/TRELLIS-text-xlarge
AvaLovelace/BrickGPT,text-to-3d,mit,OPEN-SOURCE,2997,16,https://huggingface.co/AvaLovelace/BrickGPT
openai/shap-e,text-to-3d,mit,OPEN-SOURCE,2854,277,https://huggingface.co/openai/shap-e
Stable-X/trellis-normal-v0-1,image-to-3d,mit,OPEN-SOURCE,2613,15,https://huggingface.co/Stable-X/trellis-normal-v0-1
VAST-AI/TripoSG,image-to-3d,mit,OPEN-SOURCE,2023,137,https://huggingface.co/VAST-AI/TripoSG
microsoft/TRELLIS-text-large,text-to-3d,mit,OPEN-SOURCE,1968,18,https://huggingface.co/microsoft/TRELLIS-text-large
microsoft/TRELLIS-text-base,text-to-3d,mit,OPEN-SOURCE,1452,16,https://huggingface.co/microsoft/TRELLIS-text-base
yejunliang23/ShapeLLM-7B-omni,image-to-3d,mit,OPEN-SOURCE,849,15,https://huggingface.co/yejunliang23/ShapeLLM-7B-omni
bralani01/nopo4d,image-to-3d,mit,OPEN-SOURCE,680,1,https://huggingface.co/bralani01/nopo4d
Yiwen-ntu/MeshAnythingV2,image-to-3d,mit,OPEN-SOURCE,653,26,https://huggingface.co/Yiwen-ntu/MeshAnythingV2
arabago96/ASM-model,image-to-3d,mit,OPEN-SOURCE,393,0,https://huggingface.co/arabago96/ASM-model
FreedomIntelligence/BlenderLLM,text-to-3d,apache-2.0,OPEN-SOURCE,256,45,https://huggingface.co/FreedomIntelligence/BlenderLLM
wgsxm/PartCrafter,image-to-3d,mit,OPEN-SOURCE,248,33,https://huggingface.co/wgsxm/PartCrafter
VAST-AI/MIDI-3D,image-to-3d,apache-2.0,OPEN-SOURCE,210,51,https://huggingface.co/VAST-AI/MIDI-3D
PhysX-Omni/PhysX-Omni,image-to-3d,mit,OPEN-SOURCE,174,8,https://huggingface.co/PhysX-Omni/PhysX-Omni
dptech/Uni-3DAR,text-to-3d,mit,OPEN-SOURCE,167,4,https://huggingface.co/dptech/Uni-3DAR
Luffuly/head-mvimage-diffuser,image-to-3d,mit,OPEN-SOURCE,159,2,https://huggingface.co/Luffuly/head-mvimage-diffuser
SadilKhan/NURBGen,text-to-3d,apache-2.0,OPEN-SOURCE,141,0,https://huggingface.co/SadilKhan/NURBGen
cavargas10/TRELLIS,image-to-3d,mit,OPEN-SOURCE,136,4,https://huggingface.co/cavargas10/TRELLIS
mr4425390/TRELLIS.2-4B,image-to-3d,mit,OPEN-SOURCE,111,0,https://huggingface.co/mr4425390/TRELLIS.2-4B
hellork/BlenderLLM-IQ3_XXS-GGUF,text-to-3d,apache-2.0,OPEN-SOURCE,107,6,https://huggingface.co/hellork/BlenderLLM-IQ3_XXS-GGUF
qian43/Sat3DGen,image-to-3d,mit,OPEN-SOURCE,96,6,https://huggingface.co/qian43/Sat3DGen
JSCreatorPro/offline-3d-instantmesh,image-to-3d,apache-2.0,OPEN-SOURCE,91,0,https://huggingface.co/JSCreatorPro/offline-3d-instantmesh
Rhaqbany32/TRELLIS.2-4B,image-to-3d,mit,OPEN-SOURCE,90,0,https://huggingface.co/Rhaqbany32/TRELLIS.2-4B
facebook/map-anything-apache-v1,image-to-3d,apache-2.0,OPEN-SOURCE,77,4,https://huggingface.co/facebook/map-anything-apache-v1
Bharth03/TRELLIS-image-large,image-to-3d,mit,OPEN-SOURCE,77,0,https://huggingface.co/Bharth03/TRELLIS-image-large
LocalAI-io/free-splatter.cpp,image-to-3d,apache-2.0,OPEN-SOURCE,71,1,https://huggingface.co/LocalAI-io/free-splatter.cpp
3DAIGC/LHM-1B-HF,image-to-3d,apache-2.0,OPEN-SOURCE,65,7,https://huggingface.co/3DAIGC/LHM-1B-HF
3DAIGC/LHM-500M-HF,image-to-3d,apache-2.0,OPEN-SOURCE,57,3,https://huggingface.co/3DAIGC/LHM-500M-HF
slick3r/InstantMesh,image-to-3d,apache-2.0,OPEN-SOURCE,55,0,https://huggingface.co/slick3r/InstantMesh
LMD0311/HERMES,image-to-3d,apache-2.0,OPEN-SOURCE,53,3,https://huggingface.co/LMD0311/HERMES
camenduru/TRELLIS-image-large,image-to-3d,mit,OPEN-SOURCE,53,0,https://huggingface.co/camenduru/TRELLIS-image-large
mingwu133/TRELLIS-image-large,image-to-3d,mit,OPEN-SOURCE,50,0,https://huggingface.co/mingwu133/TRELLIS-image-large
rogrocks123/TRELLIS.2-4B,image-to-3d,mit,OPEN-SOURCE,47,0,https://huggingface.co/rogrocks123/TRELLIS.2-4B
3DAIGC/LHM-500M,image-to-3d,apache-2.0,OPEN-SOURCE,45,4,https://huggingface.co/3DAIGC/LHM-500M
hmlc65/InstantMesh,image-to-3d,apache-2.0,OPEN-SOURCE,45,0,https://huggingface.co/hmlc65/InstantMesh
mlgawd/trellis-large,image-to-3d,mit,OPEN-SOURCE,42,0,https://huggingface.co/mlgawd/trellis-large
3DTopia/3DTopia-XL,image-to-3d,apache-2.0,OPEN-SOURCE,38,48,https://huggingface.co/3DTopia/3DTopia-XL
dylanebert/LGM-full,image-to-3d,mit,OPEN-SOURCE,37,3,https://huggingface.co/dylanebert/LGM-full
duhanbalci/InstantMesh,image-to-3d,apache-2.0,OPEN-SOURCE,37,0,https://huggingface.co/duhanbalci/InstantMesh
esther11/vggt-object-v0-1,image-to-3d,mit,OPEN-SOURCE,35,2,https://huggingface.co/esther11/vggt-object-v0-1
younghyeon1111/InstantMesh,image-to-3d,apache-2.0,OPEN-SOURCE,35,0,https://huggingface.co/younghyeon1111/InstantMesh
JaceyH919/Gen3R,image-to-3d,mit,OPEN-SOURCE,33,3,https://huggingface.co/JaceyH919/Gen3R
athena2634/TRELLIS.2-4B,image-to-3d,mit,OPEN-SOURCE,32,0,https://huggingface.co/athena2634/TRELLIS.2-4B
VAST-AI/TripoSG-scribble,image-to-3d,mit,OPEN-SOURCE,31,4,https://huggingface.co/VAST-AI/TripoSG-scribble
MarcusLoren/MeshGPT-preview,text-to-3d,apache-2.0,OPEN-SOURCE,31,50,https://huggingface.co/MarcusLoren/MeshGPT-preview
raovasudev762/Image_model,image-to-3d,apache-2.0,OPEN-SOURCE,30,0,https://huggingface.co/raovasudev762/Image_model
FishWoWater/TRELLIS-image-large-voxhammer,image-to-3d,mit,OPEN-SOURCE,27,0,https://huggingface.co/FishWoWater/TRELLIS-image-large-voxhammer
CharlesJoe0218/TRELLIS-image-large,image-to-3d,mit,OPEN-SOURCE,27,0,https://huggingface.co/CharlesJoe0218/TRELLIS-image-large
Surn/TRELLIS-image-large,image-to-3d,mit,OPEN-SOURCE,26,0,https://huggingface.co/Surn/TRELLIS-image-large
Charles1212Kheng/InstantMesh,image-to-3d,apache-2.0,OPEN-SOURCE,26,0,https://huggingface.co/Charles1212Kheng/InstantMesh
KevinHuang/DreamCube,image-to-3d,apache-2.0,OPEN-SOURCE,24,11,https://huggingface.co/KevinHuang/DreamCube
amitapl/InstantMesh,image-to-3d,apache-2.0,OPEN-SOURCE,24,0,https://huggingface.co/amitapl/InstantMesh
chengyuhancode/ZaowuzhiAI,text-to-3d,apache-2.0,OPEN-SOURCE,24,0,https://huggingface.co/chengyuhancode/ZaowuzhiAI
3DAIGC/LHM-1B,image-to-3d,apache-2.0,OPEN-SOURCE,23,1,https://huggingface.co/3DAIGC/LHM-1B
wushuang98/Direct3D-S2,image-to-3d,mit,OPEN-SOURCE,23,79,https://huggingface.co/wushuang98/Direct3D-S2
wgsxm/PartCrafter-Scene,image-to-3d,mit,OPEN-SOURCE,23,5,https://huggingface.co/wgsxm/PartCrafter-Scene
LTT/PRM,image-to-3d,apache-2.0,OPEN-SOURCE,22,0,https://huggingface.co/LTT/PRM
mmrech/TRELLIS.2-4B,image-to-3d,mit,OPEN-SOURCE,22,0,https://huggingface.co/mmrech/TRELLIS.2-4B
zachyuan/TRELLIS.2-4B,image-to-3d,mit,OPEN-SOURCE,22,0,https://huggingface.co/zachyuan/TRELLIS.2-4B
zhoulu/LGM-full-course-model,image-to-3d,mit,OPEN-SOURCE,21,0,https://huggingface.co/zhoulu/LGM-full-course-model
dylanebert/zero123plus-instantmesh,text-to-3d,mit,OPEN-SOURCE,21,2,https://huggingface.co/dylanebert/zero123plus-instantmesh
zenlm/zen-3d,image-to-3d,apache-2.0,OPEN-SOURCE,19,3,https://huggingface.co/zenlm/zen-3d
FishWoWater/TRELLIS-text-large-voxhammer,text-to-3d,mit,OPEN-SOURCE,19,0,https://huggingface.co/FishWoWater/TRELLIS-text-large-voxhammer
jkorstad/InstantMesh,image-to-3d,apache-2.0,OPEN-SOURCE,18,2,https://huggingface.co/jkorstad/InstantMesh
dylanebert/InstantMesh,image-to-3d,mit,OPEN-SOURCE,17,3,https://huggingface.co/dylanebert/InstantMesh
wwwwwwis/TRELLIS.2-4B,image-to-3d,mit,OPEN-SOURCE,17,0,https://huggingface.co/wwwwwwis/TRELLIS.2-4B
mancub/TRELLIS.2-4B,image-to-3d,mit,OPEN-SOURCE,15,1,https://huggingface.co/mancub/TRELLIS.2-4B
maxaurinmarley/TRELLIS.2-4B,image-to-3d,mit,OPEN-SOURCE,15,0,https://huggingface.co/maxaurinmarley/TRELLIS.2-4B
JSCreatorPro/offline-3d-shap-e,text-to-3d,mit,OPEN-SOURCE,15,0,https://huggingface.co/JSCreatorPro/offline-3d-shap-e
dmolino/RAGText2CT,text-to-3d,apache-2.0,OPEN-SOURCE,15,0,https://huggingface.co/dmolino/RAGText2CT
wwwwwwis/TRELLIS-image-large-GPU,image-to-3d,mit,OPEN-SOURCE,14,0,https://huggingface.co/wwwwwwis/TRELLIS-image-large-GPU
brodatech/triposr-onnx,image-to-3d,mit,OPEN-SOURCE,14,1,https://huggingface.co/brodatech/triposr-onnx
Jinstudio/TripoSG-scribble,image-to-3d,mit,OPEN-SOURCE,14,0,https://huggingface.co/Jinstudio/TripoSG-scribble
Heliosoph/triposr-onnx,image-to-3d,mit,OPEN-SOURCE,13,0,https://huggingface.co/Heliosoph/triposr-onnx
Jinstudio/TripoSG,image-to-3d,mit,OPEN-SOURCE,13,1,https://huggingface.co/Jinstudio/TripoSG
arabago96/TRELLIS-backup,image-to-3d,mit,OPEN-SOURCE,12,0,https://huggingface.co/arabago96/TRELLIS-backup
Zery/MVPixart-DiT-L-2-512-px,text-to-3d,apache-2.0,OPEN-SOURCE,12,2,https://huggingface.co/Zery/MVPixart-DiT-L-2-512-px
larsquaedvlieg/TRELLIS-image-large-fork,image-to-3d,mit,OPEN-SOURCE,11,0,https://huggingface.co/larsquaedvlieg/TRELLIS-image-large-fork
HenryJr102126/TRELLIS.2-4B,image-to-3d,mit,OPEN-SOURCE,11,0,https://huggingface.co/HenryJr102126/TRELLIS.2-4B
kp-forks/InstantMesh,image-to-3d,apache-2.0,OPEN-SOURCE,10,0,https://huggingface.co/kp-forks/InstantMesh
ImrozeAslamMalik/InstantMesh-test,image-to-3d,apache-2.0,OPEN-SOURCE,10,0,https://huggingface.co/ImrozeAslamMalik/InstantMesh-test
Rayonapp/TRELLIS,image-to-3d,mit,OPEN-SOURCE,10,0,https://huggingface.co/Rayonapp/TRELLIS
dmolino/text2ct-weights,text-to-3d,apache-2.0,OPEN-SOURCE,10,2,https://huggingface.co/dmolino/text2ct-weights
jsnavarroo/TRELLIS-text-base,text-to-3d,mit,OPEN-SOURCE,10,0,https://huggingface.co/jsnavarroo/TRELLIS-text-base
KokkakNiphon/TRELLIS.2-4B,image-to-3d,mit,OPEN-SOURCE,9,0,https://huggingface.co/KokkakNiphon/TRELLIS.2-4B
HenryJr102126/henry3dia,image-to-3d,mit,OPEN-SOURCE,9,0,https://huggingface.co/HenryJr102126/henry3dia
Jinstudio/TripoSR,image-to-3d,mit,OPEN-SOURCE,9,0,https://huggingface.co/Jinstudio/TripoSR
cavargas10/TRELLIS-text-xlarge,text-to-3d,mit,OPEN-SOURCE,9,0,https://huggingface.co/cavargas10/TRELLIS-text-xlarge
chaitnya26/TRELLIS-text-xlarge-fork,text-to-3d,mit,OPEN-SOURCE,9,0,https://huggingface.co/chaitnya26/TRELLIS-text-xlarge-fork
prostochel097/alpha3D-v1,text-to-3d,apache-2.0,OPEN-SOURCE,9,0,https://huggingface.co/prostochel097/alpha3D-v1
3DAIGC/LHM,image-to-3d,apache-2.0,OPEN-SOURCE,8,20,https://huggingface.co/3DAIGC/LHM
Circova/TRELLIS-image-large,image-to-3d,mit,OPEN-SOURCE,8,0,https://huggingface.co/Circova/TRELLIS-image-large
Aryanzhf/DreamView,image-to-3d,mit,OPEN-SOURCE,8,0,https://huggingface.co/Aryanzhf/DreamView
davidleiva4999/TRELLIS-text-xlarge,text-to-3d,mit,OPEN-SOURCE,8,0,https://huggingface.co/davidleiva4999/TRELLIS-text-xlarge
jacobperalesfx/TRELLIS.2-4B,image-to-3d,mit,OPEN-SOURCE,7,0,https://huggingface.co/jacobperalesfx/TRELLIS.2-4B
TrianC0de/TripoSR,image-to-3d,mit,OPEN-SOURCE,6,1,https://huggingface.co/TrianC0de/TripoSR
UPJeffW/TRELLIS-image-large,image-to-3d,mit,OPEN-SOURCE,6,0,https://huggingface.co/UPJeffW/TRELLIS-image-large
zmorllt/TRELLIS.2-4B,image-to-3d,mit,OPEN-SOURCE,6,0,https://huggingface.co/zmorllt/TRELLIS.2-4B
Hsdfdw/TRELLIS.2-4B,image-to-3d,mit,OPEN-SOURCE,6,0,https://huggingface.co/Hsdfdw/TRELLIS.2-4B
lamm-mit/TRELLIS.2-4B,image-to-3d,mit,OPEN-SOURCE,6,0,https://huggingface.co/lamm-mit/TRELLIS.2-4B
JSCreatorPro/offline-3d-triposr,image-to-3d,mit,OPEN-SOURCE,6,1,https://huggingface.co/JSCreatorPro/offline-3d-triposr
Hanselanddolph/TRELLIS.2-4B,image-to-3d,mit,OPEN-SOURCE,6,0,https://huggingface.co/Hanselanddolph/TRELLIS.2-4B
gzzyyxy/layout_diffusion_scannetpp_prompt_one_hot_multi_control_bs32_epoch18,text-to-3d,apache-2.0,OPEN-SOURCE,6,2,https://huggingface.co/gzzyyxy/layout_diffusion_scannetpp_prompt_one_hot_multi_control_bs32_epoch18
gqk/TRELLIS-text-large-fork,text-to-3d,mit,OPEN-SOURCE,6,0,https://huggingface.co/gqk/TRELLIS-text-large-fork
dylanebert/MeshAnythingV2,image-to-3d,mit,OPEN-SOURCE,5,1,https://huggingface.co/dylanebert/MeshAnythingV2
Manojb/TRELLIS-image-large,image-to-3d,mit,OPEN-SOURCE,5,0,https://huggingface.co/Manojb/TRELLIS-image-large
togawa83/TripoSRSafetensors,image-to-3d,mit,OPEN-SOURCE,5,0,https://huggingface.co/togawa83/TripoSRSafetensors
Zery/MVPixArt-XL-2-512x512_sv3d,text-to-3d,apache-2.0,OPEN-SOURCE,5,3,https://huggingface.co/Zery/MVPixArt-XL-2-512x512_sv3d
aimi-models/triposr,image-to-3d,mit,OPEN-SOURCE,4,0,https://huggingface.co/aimi-models/triposr
binhe2top/TripoSR,image-to-3d,mit,OPEN-SOURCE,4,0,https://huggingface.co/binhe2top/TripoSR
WasabiOctopus/LGM,image-to-3d,mit,OPEN-SOURCE,4,0,https://huggingface.co/WasabiOctopus/LGM
gzzyyxy/layout_diffusion_hypersim_prompt_one_hot_multi_control_bs32_epoch24,text-to-3d,apache-2.0,OPEN-SOURCE,4,2,https://huggingface.co/gzzyyxy/layout_diffusion_hypersim_prompt_one_hot_multi_control_bs32_epoch24
gqk/TRELLIS-text-xlarge-fork,text-to-3d,mit,OPEN-SOURCE,4,0,https://huggingface.co/gqk/TRELLIS-text-xlarge-fork
Manojb/TRELLIS-text-large,text-to-3d,mit,OPEN-SOURCE,4,0,https://huggingface.co/Manojb/TRELLIS-text-large
atomkevich/LGM-full,image-to-3d,mit,OPEN-SOURCE,3,1,https://huggingface.co/atomkevich/LGM-full
gordon-0115/Images-3Dmodel,image-to-3d,mit,OPEN-SOURCE,3,1,https://huggingface.co/gordon-0115/Images-3Dmodel
shakamone/trellis-large,image-to-3d,mit,OPEN-SOURCE,3,0,https://huggingface.co/shakamone/trellis-large
2hzXie/LGM,image-to-3d,mit,OPEN-SOURCE,3,0,https://huggingface.co/2hzXie/LGM
hugsam/PluckeRF,image-to-3d,apache-2.0,OPEN-SOURCE,3,1,https://huggingface.co/hugsam/PluckeRF
kp-forks/TRELLIS-image-large,image-to-3d,mit,OPEN-SOURCE,3,0,https://huggingface.co/kp-forks/TRELLIS-image-large
ApacheOne/ComfyUI-pixel-perfect-depth,image-to-3d,apache-2.0,OPEN-SOURCE,3,0,https://huggingface.co/ApacheOne/ComfyUI-pixel-perfect-depth
dewper/Deewper-3d-engine,image-to-3d,mit,OPEN-SOURCE,3,0,https://huggingface.co/dewper/Deewper-3d-engine
zieves/TripoSR,image-to-3d,mit,OPEN-SOURCE,3,0,https://huggingface.co/zieves/TripoSR
9yuan11/LGM-full,image-to-3d,mit,OPEN-SOURCE,3,0,https://huggingface.co/9yuan11/LGM-full
yangyd/anysplat,image-to-3d,mit,OPEN-SOURCE,3,0,https://huggingface.co/yangyd/anysplat
aboud79/TripoSR,image-to-3d,mit,OPEN-SOURCE,3,0,https://huggingface.co/aboud79/TripoSR
Orvixgames/TripoSR,image-to-3d,mit,OPEN-SOURCE,3,0,https://huggingface.co/Orvixgames/TripoSR
Jinstudio/TRELLIS-image-large,image-to-3d,mit,OPEN-SOURCE,3,0,https://huggingface.co/Jinstudio/TRELLIS-image-large
CShah2218/TRELLIS.2-4B,image-to-3d,mit,OPEN-SOURCE,3,0,https://huggingface.co/CShah2218/TRELLIS.2-4B
jonquimbly/shap-e,text-to-3d,mit,OPEN-SOURCE,3,2,https://huggingface.co/jonquimbly/shap-e
Jinstudio/TRELLIS-text-base,text-to-3d,mit,OPEN-SOURCE,3,0,https://huggingface.co/Jinstudio/TRELLIS-text-base
Jinstudio/TRELLIS-text-large,text-to-3d,mit,OPEN-SOURCE,3,0,https://huggingface.co/Jinstudio/TRELLIS-text-large
Jinstudio/TRELLIS-text-xlarge,text-to-3d,mit,OPEN-SOURCE,3,0,https://huggingface.co/Jinstudio/TRELLIS-text-xlarge
impactframes/3DTopia-XL,image-to-3d,apache-2.0,OPEN-SOURCE,2,2,https://huggingface.co/impactframes/3DTopia-XL
ztmmey/LGM-first,image-to-3d,mit,OPEN-SOURCE,2,0,https://huggingface.co/ztmmey/LGM-first
ameerazam08/MIDI-3D,image-to-3d,apache-2.0,OPEN-SOURCE,2,0,https://huggingface.co/ameerazam08/MIDI-3D
usamashami-sfy/TRELLIS,image-to-3d,mit,OPEN-SOURCE,2,0,https://huggingface.co/usamashami-sfy/TRELLIS
Manojb/TripoSR,image-to-3d,mit,OPEN-SOURCE,2,0,https://huggingface.co/Manojb/TripoSR
Shashanksp08/shashank_final_capstone,image-to-3d,mit,OPEN-SOURCE,2,1,https://huggingface.co/Shashanksp08/shashank_final_capstone
IMasI2Cat/LGM-3DML,image-to-3d,mit,OPEN-SOURCE,2,0,https://huggingface.co/IMasI2Cat/LGM-3DML
N0zero0d/TripoSR,image-to-3d,mit,OPEN-SOURCE,2,0,https://huggingface.co/N0zero0d/TripoSR
zxh6666/lgm,image-to-3d,mit,OPEN-SOURCE,2,0,https://huggingface.co/zxh6666/lgm
samletnorge/TRELLIS.2-4B,image-to-3d,mit,OPEN-SOURCE,2,0,https://huggingface.co/samletnorge/TRELLIS.2-4B
brneo/TripoSG,image-to-3d,mit,OPEN-SOURCE,2,0,https://huggingface.co/brneo/TripoSG
introvoyz041/TripoSR,image-to-3d,mit,OPEN-SOURCE,2,0,https://huggingface.co/introvoyz041/TripoSR
Jinstudio/TRELLIS.2-4B,image-to-3d,mit,OPEN-SOURCE,2,1,https://huggingface.co/Jinstudio/TRELLIS.2-4B
larsquaedvlieg/TRELLIS-text-xlarge-fork,text-to-3d,mit,OPEN-SOURCE,2,0,https://huggingface.co/larsquaedvlieg/TRELLIS-text-xlarge-fork
GatorBarbarian/TRELLIS-text-xlarge-clone,text-to-3d,mit,OPEN-SOURCE,2,0,https://huggingface.co/GatorBarbarian/TRELLIS-text-xlarge-clone
Xeracle/LGM-test,image-to-3d,mit,OPEN-SOURCE,1,0,https://huggingface.co/Xeracle/LGM-test
shankartr123/LGM,image-to-3d,mit,OPEN-SOURCE,1,1,https://huggingface.co/shankartr123/LGM
haf1g/LGM-Test,image-to-3d,mit,OPEN-SOURCE,1,0,https://huggingface.co/haf1g/LGM-Test
2gnak/LGM-demo,image-to-3d,mit,OPEN-SOURCE,1,1,https://huggingface.co/2gnak/LGM-demo
jamesmcbennett/MVMesh,image-to-3d,mit,OPEN-SOURCE,1,0,https://huggingface.co/jamesmcbennett/MVMesh
canyonhitch/LGM,image-to-3d,mit,OPEN-SOURCE,1,0,https://huggingface.co/canyonhitch/LGM
pimeson314/3d-gen,image-to-3d,mit,OPEN-SOURCE,1,0,https://huggingface.co/pimeson314/3d-gen
iloncka/LGM-full-demo,image-to-3d,mit,OPEN-SOURCE,1,0,https://huggingface.co/iloncka/LGM-full-demo
Ryukijano/LGM,image-to-3d,mit,OPEN-SOURCE,1,0,https://huggingface.co/Ryukijano/LGM
kumarvk001/LGM-full,image-to-3d,mit,OPEN-SOURCE,1,0,https://huggingface.co/kumarvk001/LGM-full
dodawg0/LGM,image-to-3d,mit,OPEN-SOURCE,1,0,https://huggingface.co/dodawg0/LGM
tanittha/LGM-test,image-to-3d,mit,OPEN-SOURCE,1,0,https://huggingface.co/tanittha/LGM-test
Phani0404/mlfor3D,image-to-3d,mit,OPEN-SOURCE,1,0,https://huggingface.co/Phani0404/mlfor3D
MonsterMMORPG/SECourses_Rock,image-to-3d,mit,OPEN-SOURCE,1,0,https://huggingface.co/MonsterMMORPG/SECourses_Rock
ImrozeAslamMalik/LGM-full-test,image-to-3d,mit,OPEN-SOURCE,1,0,https://huggingface.co/ImrozeAslamMalik/LGM-full-test
prabhasg5/LGM,image-to-3d,mit,OPEN-SOURCE,1,0,https://huggingface.co/prabhasg5/LGM
davidleiva4999/TRELLIS-text-large,image-to-3d,mit,OPEN-SOURCE,1,0,https://huggingface.co/davidleiva4999/TRELLIS-text-large
josefgst/LGM,image-to-3d,mit,OPEN-SOURCE,1,0,https://huggingface.co/josefgst/LGM
akhild2004/LGM-full,image-to-3d,mit,OPEN-SOURCE,1,0,https://huggingface.co/akhild2004/LGM-full
marianaas8/LGM,image-to-3d,mit,OPEN-SOURCE,1,0,https://huggingface.co/marianaas8/LGM
IbrahimEssam/LGM,image-to-3d,mit,OPEN-SOURCE,1,0,https://huggingface.co/IbrahimEssam/LGM
akanshpatel/LGM-Test,image-to-3d,mit,OPEN-SOURCE,1,0,https://huggingface.co/akanshpatel/LGM-Test
kp-forks/TripoSR,image-to-3d,mit,OPEN-SOURCE,1,0,https://huggingface.co/kp-forks/TripoSR
Einai-AI/LGM,image-to-3d,mit,OPEN-SOURCE,1,0,https://huggingface.co/Einai-AI/LGM
BinguW/LGM-learn,image-to-3d,mit,OPEN-SOURCE,1,0,https://huggingface.co/BinguW/LGM-learn
shantanugupta2004/LGM-model,image-to-3d,mit,OPEN-SOURCE,1,0,https://huggingface.co/shantanugupta2004/LGM-model
Sohom2003/LGM-test,image-to-3d,mit,OPEN-SOURCE,1,0,https://huggingface.co/Sohom2003/LGM-test
gen-lab/TripoSG,image-to-3d,mit,OPEN-SOURCE,1,0,https://huggingface.co/gen-lab/TripoSG
spizzerp/LAM-20K-CoreML,image-to-3d,apache-2.0,OPEN-SOURCE,1,0,https://huggingface.co/spizzerp/LAM-20K-CoreML
aerovfx/TRELLIS.2-4B,image-to-3d,mit,OPEN-SOURCE,1,0,https://huggingface.co/aerovfx/TRELLIS.2-4B
hivenimbus/TRELLIS.2-4B,image-to-3d,mit,OPEN-SOURCE,1,0,https://huggingface.co/hivenimbus/TRELLIS.2-4B
sun4o/TripoSR,image-to-3d,mit,OPEN-SOURCE,1,0,https://huggingface.co/sun4o/TripoSR
jpuri/LGM-full,image-to-3d,mit,OPEN-SOURCE,1,0,https://huggingface.co/jpuri/LGM-full
gqk/TRELLIS-text-base-fork,text-to-3d,mit,OPEN-SOURCE,1,0,https://huggingface.co/gqk/TRELLIS-text-base-fork
larsquaedvlieg/TRELLIS-text-large-fork,text-to-3d,mit,OPEN-SOURCE,1,0,https://huggingface.co/larsquaedvlieg/TRELLIS-text-large-fork
cvlab/zero123-weights,image-to-3d,mit,OPEN-SOURCE,0,23,https://huggingface.co/cvlab/zero123-weights
dylanebert/En3D-human-animation,image-to-3d,apache-2.0,OPEN-SOURCE,0,14,https://huggingface.co/dylanebert/En3D-human-animation
dylanebert/SyncDreamer,image-to-3d,mit,OPEN-SOURCE,0,5,https://huggingface.co/dylanebert/SyncDreamer
dylanebert/pixelSplat,image-to-3d,mit,OPEN-SOURCE,0,7,https://huggingface.co/dylanebert/pixelSplat
VAST-AI/TriplaneGaussian,image-to-3d,apache-2.0,OPEN-SOURCE,0,87,https://huggingface.co/VAST-AI/TriplaneGaussian
Luizinftr/TESTE,image-to-3d,apache-2.0,OPEN-SOURCE,0,1,https://huggingface.co/Luizinftr/TESTE
dylanebert/ROMP,image-to-3d,apache-2.0,OPEN-SOURCE,0,4,https://huggingface.co/dylanebert/ROMP
Zhengyi/CRM,image-to-3d,mit,OPEN-SOURCE,0,60,https://huggingface.co/Zhengyi/CRM
julienkay/TripoSR,image-to-3d,mit,OPEN-SOURCE,0,2,https://huggingface.co/julienkay/TripoSR
pkunliu/Isotropic3D,image-to-3d,mit,OPEN-SOURCE,0,11,https://huggingface.co/pkunliu/Isotropic3D
szymanowiczs/splatter-image-v1,image-to-3d,mit,OPEN-SOURCE,0,4,https://huggingface.co/szymanowiczs/splatter-image-v1
dylanebert/LGM,image-to-3d,mit,OPEN-SOURCE,0,7,https://huggingface.co/dylanebert/LGM
hjebuoebduede/BRICK,image-to-3d,apache-2.0,OPEN-SOURCE,0,0,https://huggingface.co/hjebuoebduede/BRICK
TANGsy/triplane_value,image-to-3d,apache-2.0,OPEN-SOURCE,0,1,https://huggingface.co/TANGsy/triplane_value
zjpshadow/CharacterGen,image-to-3d,apache-2.0,OPEN-SOURCE,0,25,https://huggingface.co/zjpshadow/CharacterGen
